dataset,split,kind,window_id,predicted_malicious_ips,predicted_malicious_ip_count,true_malicious_ips,true_malicious_ip_count
normal_train_06,train,normal,2,,0,,0
normal_train_06,train,normal,3,149.171.126.0,1,,0
normal_train_06,train,normal,4,59.166.0.0,1,,0
normal_train_06,train,normal,5,59.166.0.7,1,,0
normal_train_06,train,normal,6,,0,,0
normal_train_06,train,normal,7,149.171.126.18,1,,0
normal_train_06,train,normal,8,,0,,0
normal_train_06,train,normal,9,,0,,0
normal_train_06,train,normal,10,,0,,0
normal_train_06,train,normal,11,149.171.126.18,1,,0
normal_train_06,train,normal,12,59.166.0.9,1,,0
normal_train_06,train,normal,13,149.171.126.5;149.171.126.17,2,,0
normal_train_06,train,normal,14,149.171.126.4,1,,0
normal_train_07,train,normal,0,,0,,0
normal_train_07,train,normal,1,149.171.126.13,1,,0
normal_train_07,train,normal,2,,0,,0
normal_train_07,train,normal,3,,0,,0
normal_train_07,train,normal,4,,0,,0
normal_train_07,train,normal,5,,0,,0
normal_train_07,train,normal,6,,0,,0
normal_train_07,train,normal,7,,0,,0
normal_train_07,train,normal,8,59.166.0.0,1,,0
normal_train_07,train,normal,9,149.171.126.0,1,,0
normal_train_07,train,normal,10,149.171.126.5,1,,0
normal_train_07,train,normal,11,,0,,0
normal_train_07,train,normal,12,,0,,0
normal_train_07,train,normal,13,,0,,0
normal_train_07,train,normal,14,,0,,0
normal_train_08,train,normal,0,,0,,0
normal_train_08,train,normal,1,,0,,0
normal_train_08,train,normal,2,149.171.126.14;149.171.126.15,2,,0
normal_train_08,train,normal,3,,0,,0
normal_train_08,train,normal,4,10.40.85.10,1,,0
normal_train_08,train,normal,5,10.40.182.1,1,,0
normal_train_08,train,normal,6,10.40.182.1;10.40.85.1,2,,0
normal_train_08,train,normal,7,,0,,0
normal_train_08,train,normal,8,,0,,0
normal_train_08,train,normal,9,59.166.0.2,1,,0
normal_train_08,train,normal,10,,0,,0
normal_train_08,train,normal,11,,0,,0
normal_train_08,train,normal,12,,0,,0
normal_train_08,train,normal,13,,0,,0
normal_train_08,train,normal,14,59.166.0.7;149.171.126.12;149.171.126.15;149.171.126.2,4,,0
normal_validation_01,validation,normal,0,149.171.126.18,1,,0
normal_validation_01,validation,normal,1,,0,,0
normal_validation_01,validation,normal,2,59.166.0.3,1,,0
normal_validation_01,validation,normal,3,,0,,0
normal_validation_01,validation,normal,4,,0,,0
normal_validation_01,validation,normal,5,149.171.126.9,1,,0
normal_validation_01,validation,normal,6,149.171.126.6,1,,0
normal_validation_01,validation,normal,7,,0,,0
normal_validation_01,validation,normal,8,,0,,0
normal_validation_01,validation,normal,9,,0,,0
normal_validation_01,validation,normal,10,149.171.126.18;149.171.126.10,2,,0
normal_validation_01,validation,normal,11,,0,,0
normal_validation_01,validation,normal,12,,0,,0
normal_validation_01,validation,normal,13,149.171.126.0,1,,0
normal_validation_01,validation,normal,14,,0,,0
normal_validation_02,validation,normal,0,149.171.126.8,1,,0
normal_validation_02,validation,normal,1,,0,,0
normal_validation_02,validation,normal,2,,0,,0
normal_validation_02,validation,normal,3,59.166.0.0,1,,0
normal_validation_02,validation,normal,4,59.166.0.9,1,,0
normal_validation_02,validation,normal,5,,0,,0
normal_validation_02,validation,normal,6,,0,,0
normal_validation_02,validation,normal,7,,0,,0
normal_validation_02,validation,normal,8,149.171.126.6,1,,0
normal_validation_02,validation,normal,9,149.171.126.11,1,,0
normal_validation_02,validation,normal,10,,0,,0
normal_validation_02,validation,normal,11,,0,,0
normal_validation_02,validation,normal,12,59.166.0.1,1,,0
normal_validation_02,validation,normal,13,,0,,0
normal_validation_02,validation,normal,14,59.166.0.2,1,,0
