dataset,split,kind,window_id,predicted_malicious_ips,predicted_malicious_ip_count,true_malicious_ips,true_malicious_ip_count
normal_test_01,test,normal,3,,0,,0
normal_test_01,test,normal,4,,0,,0
normal_test_01,test,normal,5,,0,,0
normal_test_01,test,normal,6,,0,,0
normal_test_01,test,normal,7,,0,,0
normal_test_01,test,normal,8,,0,,0
normal_test_01,test,normal,9,,0,,0
normal_test_01,test,normal,10,,0,,0
normal_test_01,test,normal,11,,0,,0
normal_test_01,test,normal,12,,0,,0
normal_test_01,test,normal,13,,0,,0
normal_test_01,test,normal,14,,0,,0
normal_test_02,test,normal,0,,0,,0
normal_test_02,test,normal,1,,0,,0
normal_test_02,test,normal,2,,0,,0
normal_test_02,test,normal,3,,0,,0
normal_test_02,test,normal,4,,0,,0
normal_test_02,test,normal,5,,0,,0
normal_test_02,test,normal,6,,0,,0
normal_test_02,test,normal,7,,0,,0
normal_test_02,test,normal,8,,0,,0
normal_test_02,test,normal,9,,0,,0
normal_test_02,test,normal,10,,0,,0
normal_test_02,test,normal,11,,0,,0
normal_test_02,test,normal,12,,0,,0
normal_test_02,test,normal,13,,0,,0
normal_test_02,test,normal,14,,0,,0
normal_train_01,train,normal,0,,0,,0
normal_train_01,train,normal,1,,0,,0
normal_train_01,train,normal,2,,0,,0
normal_train_01,train,normal,3,,0,,0
normal_train_01,train,normal,4,,0,,0
normal_train_01,train,normal,5,,0,,0
normal_train_01,train,normal,6,,0,,0
normal_train_01,train,normal,7,,0,,0
normal_train_01,train,normal,8,,0,,0
normal_train_01,train,normal,9,,0,,0
normal_train_01,train,normal,10,,0,,0
normal_train_01,train,normal,11,,0,,0
normal_train_01,train,normal,12,,0,,0
normal_train_01,train,normal,13,,0,,0
normal_train_01,train,normal,14,,0,,0
normal_train_02,train,normal,0,,0,,0
normal_train_02,train,normal,1,,0,,0
normal_train_02,train,normal,2,,0,,0
normal_train_02,train,normal,3,,0,,0
normal_train_02,train,normal,4,,0,,0
normal_train_02,train,normal,5,,0,,0
normal_train_02,train,normal,6,,0,,0
normal_train_02,train,normal,7,,0,,0
normal_train_02,train,normal,8,,0,,0
normal_train_02,train,normal,9,,0,,0
normal_train_02,train,normal,10,,0,,0
normal_train_02,train,normal,11,,0,,0
normal_train_02,train,normal,12,,0,,0
normal_train_02,train,normal,13,,0,,0
normal_train_02,train,normal,14,,0,,0
normal_train_03,train,normal,0,,0,,0
normal_train_03,train,normal,1,,0,,0
normal_train_03,train,normal,2,,0,,0
normal_train_03,train,normal,3,,0,,0
normal_train_03,train,normal,4,,0,,0
normal_train_03,train,normal,5,,0,,0
normal_train_03,train,normal,6,,0,,0
normal_train_03,train,normal,7,,0,,0
normal_train_03,train,normal,8,,0,,0
normal_train_03,train,normal,9,,0,,0
normal_train_03,train,normal,10,,0,,0
normal_train_03,train,normal,11,,0,,0
normal_train_03,train,normal,12,,0,,0
normal_train_03,train,normal,13,,0,,0
normal_train_03,train,normal,14,,0,,0
normal_train_04,train,normal,0,,0,,0
normal_train_04,train,normal,1,,0,,0
normal_train_04,train,normal,2,,0,,0
normal_train_04,train,normal,3,,0,,0
normal_train_04,train,normal,4,,0,,0
normal_train_04,train,normal,5,,0,,0
normal_train_04,train,normal,6,,0,,0
normal_train_04,train,normal,7,,0,,0
normal_train_04,train,normal,8,,0,,0
normal_train_04,train,normal,9,,0,,0
normal_train_04,train,normal,10,,0,,0
normal_train_04,train,normal,11,,0,,0
normal_train_04,train,normal,12,,0,,0
normal_train_04,train,normal,13,,0,,0
normal_train_04,train,normal,14,,0,,0
normal_train_05,train,normal,0,,0,,0
normal_train_05,train,normal,1,,0,,0
normal_train_05,train,normal,2,,0,,0
normal_train_05,train,normal,3,,0,,0
normal_train_05,train,normal,4,,0,,0
normal_train_05,train,normal,5,,0,,0
normal_train_05,train,normal,6,,0,,0
normal_train_05,train,normal,7,,0,,0
normal_train_05,train,normal,8,,0,,0
normal_train_05,train,normal,9,,0,,0
normal_train_05,train,normal,10,,0,,0
normal_train_05,train,normal,11,,0,,0
normal_train_05,train,normal,12,,0,,0
normal_train_05,train,normal,13,,0,,0
normal_train_05,train,normal,14,,0,,0
normal_train_06,train,normal,0,,0,,0
normal_train_06,train,normal,1,,0,,0
normal_train_06,train,normal,2,,0,,0
normal_train_06,train,normal,3,,0,,0
normal_train_06,train,normal,4,,0,,0
normal_train_06,train,normal,5,,0,,0
normal_train_06,train,normal,6,,0,,0
normal_train_06,train,normal,7,,0,,0
normal_train_06,train,normal,8,,0,,0
normal_train_06,train,normal,9,,0,,0
normal_train_06,train,normal,10,,0,,0
normal_train_06,train,normal,11,,0,,0
normal_train_06,train,normal,12,,0,,0
normal_train_06,train,normal,13,,0,,0
normal_train_06,train,normal,14,,0,,0
normal_train_07,train,normal,0,,0,,0
normal_train_07,train,normal,1,,0,,0
normal_train_07,train,normal,2,,0,,0
normal_train_07,train,normal,3,,0,,0
normal_train_07,train,normal,4,,0,,0
normal_train_07,train,normal,5,,0,,0
normal_train_07,train,normal,6,,0,,0
normal_train_07,train,normal,7,,0,,0
normal_train_07,train,normal,8,,0,,0
normal_train_07,train,normal,9,,0,,0
normal_train_07,train,normal,10,,0,,0
normal_train_07,train,normal,11,,0,,0
normal_train_07,train,normal,12,,0,,0
normal_train_07,train,normal,13,,0,,0
normal_train_07,train,normal,14,,0,,0
normal_train_08,train,normal,0,,0,,0
normal_train_08,train,normal,1,,0,,0
normal_train_08,train,normal,2,,0,,0
normal_train_08,train,normal,3,,0,,0
normal_train_08,train,normal,4,,0,,0
normal_train_08,train,normal,5,,0,,0
normal_train_08,train,normal,6,,0,,0
normal_train_08,train,normal,7,,0,,0
normal_train_08,train,normal,8,,0,,0
normal_train_08,train,normal,9,,0,,0
normal_train_08,train,normal,10,,0,,0
normal_train_08,train,normal,11,,0,,0
normal_train_08,train,normal,12,,0,,0
normal_train_08,train,normal,13,,0,,0
normal_train_08,train,normal,14,,0,,0
normal_validation_01,validation,normal,0,,0,,0
normal_validation_01,validation,normal,1,,0,,0
normal_validation_01,validation,normal,2,,0,,0
normal_validation_01,validation,normal,3,,0,,0
normal_validation_01,validation,normal,4,,0,,0
normal_validation_01,validation,normal,5,,0,,0
normal_validation_01,validation,normal,6,,0,,0
normal_validation_01,validation,normal,7,,0,,0
normal_validation_01,validation,normal,8,,0,,0
normal_validation_01,validation,normal,9,,0,,0
normal_validation_01,validation,normal,10,,0,,0
normal_validation_01,validation,normal,11,,0,,0
normal_validation_01,validation,normal,12,,0,,0
normal_validation_01,validation,normal,13,,0,,0
normal_validation_01,validation,normal,14,,0,,0
normal_validation_02,validation,normal,0,,0,,0
normal_validation_02,validation,normal,1,,0,,0
normal_validation_02,validation,normal,2,,0,,0
normal_validation_02,validation,normal,3,,0,,0
normal_validation_02,validation,normal,4,,0,,0
normal_validation_02,validation,normal,5,,0,,0
normal_validation_02,validation,normal,6,,0,,0
normal_validation_02,validation,normal,7,,0,,0
normal_validation_02,validation,normal,8,,0,,0
normal_validation_02,validation,normal,9,,0,,0
normal_validation_02,validation,normal,10,,0,,0
normal_validation_02,validation,normal,11,,0,,0
normal_validation_02,validation,normal,12,,0,,0
normal_validation_02,validation,normal,13,,0,,0
normal_validation_02,validation,normal,14,,0,,0
