dataset,dataset_id,split,kind,window_id,src_ip,flow_count,window_flow_count,flow_fraction,true_malicious,window_has_malicious,label_available,unique_dst_ip_count,top_dst_ip_share,window_unique_dst_ip_count,unique_dst_ip_ratio_to_window,unique_dst_port_count,top_dst_port_share,window_unique_dst_port_count,unique_dst_port_ratio_to_window,unique_src_port_count,total_packets_mean,total_packets_sum,total_packets_std,window_total_packets_mean,window_total_packets_sum,total_packets_mean_ratio_to_window,total_packets_sum_fraction_of_window,total_bytes_mean,total_bytes_sum,total_bytes_std,window_total_bytes_mean,window_total_bytes_sum,total_bytes_mean_ratio_to_window,total_bytes_sum_fraction_of_window,packets_per_second_mean,packets_per_second_std,window_packets_per_second_mean,window_packets_per_second_sum,packets_per_second_mean_ratio_to_window,duration_mean,duration_std,window_duration_mean,window_duration_sum,duration_mean_ratio_to_window,packet_size_avg_mean,packet_size_avg_std,window_packet_size_avg_mean,window_packet_size_avg_sum,packet_size_avg_mean_ratio_to_window,packet_size_std_mean,packet_size_std_std,window_packet_size_std_mean,window_packet_size_std_sum,packet_size_std_mean_ratio_to_window,outbound_byte_ratio_mean,outbound_byte_ratio_std,window_outbound_byte_ratio_mean,window_outbound_byte_ratio_sum,outbound_byte_ratio_mean_ratio_to_window,flow_count_rank_desc,flow_count_rank_pct,total_packets_sum_rank_desc,total_packets_sum_rank_pct,total_bytes_sum_rank_desc,total_bytes_sum_rank_pct,packets_per_second_mean_rank_desc,packets_per_second_mean_rank_pct,preserved_by_label_for_eval
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.18,39,6666,0.0058505850585058505,0,0,1,2,0.5384615384615384,21,0.09523809523809523,1,1.0,2102,0.0004757373929590866,2,0.6931471805599453,27.032740041837865,0.0,3.523833238220064,23489.872365974945,0.1967026058560204,0.0011508253267903984,4.890349128221754,190.7236160006484,0.0,8.478794346322761,56519.64311258753,0.5767741176954823,0.003374466035122083,6.90875477931522,0.0,6.878742063205086,45853.694593325105,1.0043631111378162,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.890349128221754,0.0,5.036376855393673,33572.48811805422,0.9710054010323846,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,11.0,0.6153846153846154,11.0,0.6153846153846154,11.0,0.6153846153846154,8.0,0.5576923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.14,16,6666,0.0024002400240024004,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,2,0.6931471805599453,11.090354888959125,0.0,3.523833238220064,23489.872365974945,0.1967026058560204,0.0004721334674011891,4.890349128221754,78.24558605154806,0.0,8.478794346322761,56519.64311258753,0.5767741176954823,0.0013843963221013675,6.90875477931522,0.0,6.878742063205086,45853.694593325105,1.0043631111378162,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.890349128221754,0.0,5.036376855393673,33572.48811805422,0.9710054010323846,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,12.0,0.5769230769230769,13.0,0.5384615384615384,12.0,0.5769230769230769,8.0,0.5576923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.10,13,6666,0.0019501950195019502,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,2,0.6931471805599453,9.010913347279288,0.0,3.523833238220064,23489.872365974945,0.1967026058560204,0.00038360844226346616,4.890349128221754,63.5745386668828,0.0,8.478794346322761,56519.64311258753,0.5767741176954823,0.0011248220117073611,6.90875477931522,0.0,6.878742063205086,45853.694593325105,1.0043631111378162,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.890349128221754,0.0,5.036376855393673,33572.48811805422,0.9710054010323846,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,13.0,0.5192307692307693,14.0,0.4807692307692308,13.0,0.5192307692307693,8.0,0.5576923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.12,13,6666,0.0019501950195019502,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,2,0.6931471805599453,9.010913347279288,0.0,3.523833238220064,23489.872365974945,0.1967026058560204,0.00038360844226346616,4.890349128221754,63.5745386668828,0.0,8.478794346322761,56519.64311258753,0.5767741176954823,0.0011248220117073611,6.90875477931522,0.0,6.878742063205086,45853.694593325105,1.0043631111378162,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.890349128221754,0.0,5.036376855393673,33572.48811805422,0.9710054010323846,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,13.0,0.5192307692307693,14.0,0.4807692307692308,13.0,0.5192307692307693,8.0,0.5576923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.15,8,6666,0.0012001200120012002,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,2,0.6931471805599453,5.545177444479562,0.0,3.523833238220064,23489.872365974945,0.1967026058560204,0.00023606673370059456,4.890349128221754,39.12279302577403,0.0,8.478794346322761,56519.64311258753,0.5767741176954823,0.0006921981610506837,6.90875477931522,0.0,6.878742063205086,45853.694593325105,1.0043631111378162,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.890349128221754,0.0,5.036376855393673,33572.48811805422,0.9710054010323846,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,14.0,0.46153846153846156,16.0,0.38461538461538464,14.0,0.46153846153846156,8.0,0.5576923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,10.40.85.1,3,6666,0.00045004500450045,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,2.639057329615259,7.9171719888457766,0.0,3.523833238220064,23489.872365974945,0.7489166345874763,0.0003370461901833827,6.725033642166843,20.17510092650053,0.0,8.478794346322761,56519.64311258753,0.793159188379593,0.0003569573305038672,0.1028489643516189,0.0,6.878742063205086,45853.694593325105,0.01495171114232729,4.7958731868099616,0.0,0.23180224414198172,1545.1937594504502,20.689502832735435,4.174387269895637,0.0,5.036376855393673,33572.48811805422,0.828847282431835,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,15.0,0.40384615384615385,15.0,0.4230769230769231,16.0,0.38461538461538464,17.0,0.07692307692307693,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.4,3,6666,0.00045004500450045,0,0,1,2,0.6666666666666666,21,0.09523809523809523,2,0.6666666666666666,2102,0.0009514747859181732,2,4.711999527380411,14.135998582141234,0.6927999904417813,3.523833238220064,23489.872365974945,1.3371800561596683,0.00060179120439229,9.052254068897359,27.156762206692076,0.8517687863583054,8.478794346322761,56519.64311258753,1.0676345833088057,0.0004804836108500475,6.9538326577616045,2.023632420449428,6.878742063205086,45853.694593325105,1.0109163265414738,0.16459313751006402,0.2022269917008673,0.23180224414198172,1545.1937594504502,0.7100584298452637,4.363776358767585,0.14892125722731137,5.036376855393673,33572.48811805422,0.8664515154568366,3.1549330148702968,2.7322521381159053,3.491463686678346,23274.096935397854,0.9036132974568575,0.3759053333333333,0.03692790056763764,0.6419108570357035,4278.977773,0.5856036382827923,15.0,0.40384615384615385,12.0,0.5769230769230769,15.0,0.4230769230769231,5.0,0.8076923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.6,2,6666,0.00030003000300030005,0,0,1,2,0.5,21,0.09523809523809523,2,0.5,2102,0.0009514747859181732,2,2.4526373892192153,4.9052747784384305,0.36120826256877975,3.523833238220064,23489.872365974945,0.6960140345512138,0.00020882509287465162,8.018779831654442,16.037559663308883,0.6943588394232452,8.478794346322761,56519.64311258753,0.9457452916206386,0.0002837519626824598,5.842121558431371,4.44798485617831,6.878742063205086,45853.694593325105,0.8493008612259679,0.35006437628528814,0.49365228171968983,0.23180224414198172,1545.1937594504502,1.5101854495889582,5.662717571662711,0.2978428966299164,5.036376855393673,33572.48811805422,1.1243633537069933,5.869519292707254,0.2071174074108497,3.491463686678346,23274.096935397854,1.6811056391914834,0.09751549999999999,0.05874855270132191,0.6419108570357035,4278.977773,0.15191439579370772,16.0,0.3269230769230769,17.0,0.34615384615384615,17.0,0.34615384615384615,14.0,0.19230769230769232,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,192.168.241.243,2,6666,0.00030003000300030005,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,2.249904835165133,4.499809670330266,0.07450113509096011,3.523833238220064,23489.872365974945,0.638482210441261,0.00019156381951432972,8.01359535192634,16.02719070385268,0.08325760549155259,8.478794346322761,56519.64311258753,0.9451338273585822,0.0002835685050580804,0.07065488162629399,0.0031856355418796835,6.878742063205086,45853.694593325105,0.0102714829218895,4.761840928904244,0.03626394370977234,0.23180224414198172,1545.1937594504502,20.54268692061306,5.877735781779639,0.0,5.036376855393673,33572.48811805422,1.167056388062962,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,16.0,0.3269230769230769,18.0,0.3076923076923077,18.0,0.3076923076923077,18.0,0.038461538461538464,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,10.40.182.6,1,6666,0.00015001500150015003,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,1.0986122886681096,1.0986122886681096,0.0,3.523833238220064,23489.872365974945,0.311766254075926,4.676961507289619e-05,6.222576268071369,6.222576268071369,0.0,8.478794346322761,56519.64311258753,0.7338987141220249,0.00011009581669997372,7.601402334583733,0.0,6.878742063205086,45853.694593325105,1.105057038734482,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,5.531411248715415,0.0,5.036376855393673,33572.48811805422,1.0982917695667647,4.574710978503383,0.0,3.491463686678346,23274.096935397854,1.310255923886065,0.0,0.0,0.6419108570357035,4278.977773,0.0,17.0,0.15384615384615385,21.0,0.17307692307692307,21.0,0.19230769230769232,1.0,0.9807692307692307,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,10.40.85.10,1,6666,0.00015001500150015003,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,1.0986122886681096,1.0986122886681096,0.0,3.523833238220064,23489.872365974945,0.311766254075926,4.676961507289619e-05,5.1298987149230735,5.1298987149230735,0.0,8.478794346322761,56519.64311258753,0.6050269065846492,9.076311229892728e-05,7.601402334583733,0.0,6.878742063205086,45853.694593325105,1.105057038734482,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.442651256490317,0.0,5.036376855393673,33572.48811805422,0.8821125551263087,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,17.0,0.15384615384615385,21.0,0.17307692307692307,22.0,0.15384615384615385,1.0,0.9807692307692307,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.16,1,6666,0.00015001500150015003,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,0.6931471805599453,0.6931471805599453,0.0,3.523833238220064,23489.872365974945,0.1967026058560204,2.950834171257432e-05,4.430816798843313,4.430816798843313,0.0,8.478794346322761,56519.64311258753,0.5225762788744783,7.839428125929767e-05,6.90875477931522,0.0,6.878742063205086,45853.694593325105,1.0043631111378162,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.430816798843313,0.0,5.036376855393673,33572.48811805422,0.879762759233984,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,17.0,0.15384615384615385,22.0,0.07692307692307693,24.0,0.057692307692307696,8.0,0.5576923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.17,1,6666,0.00015001500150015003,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,0.6931471805599453,0.6931471805599453,0.0,3.523833238220064,23489.872365974945,0.1967026058560204,2.950834171257432e-05,4.430816798843313,4.430816798843313,0.0,8.478794346322761,56519.64311258753,0.5225762788744783,7.839428125929767e-05,6.90875477931522,0.0,6.878742063205086,45853.694593325105,1.0043631111378162,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.430816798843313,0.0,5.036376855393673,33572.48811805422,0.879762759233984,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,17.0,0.15384615384615385,22.0,0.07692307692307693,24.0,0.057692307692307696,8.0,0.5576923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.2,1,6666,0.00015001500150015003,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,3.7612001156935615,3.7612001156935615,0.0,3.523833238220064,23489.872365974945,1.0673604173145819,0.00016012007460464774,7.900266036767701,7.900266036767701,0.0,8.478794346322761,56519.64311258753,0.9317676209700774,0.00013977912105761736,4.296111833497893,0.0,6.878742063205086,45853.694593325105,0.6245490518503551,0.4574248470388754,0.0,0.23180224414198172,1545.1937594504502,1.9733408912068042,4.177678555360871,0.0,5.036376855393673,33572.48811805422,0.8295007850508278,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.418242,0.0,0.6419108570357035,4278.977773,0.6515577597976928,17.0,0.15384615384615385,20.0,0.23076923076923078,20.0,0.23076923076923078,15.0,0.15384615384615385,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.7,1,6666,0.00015001500150015003,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,4.204692619390966,4.204692619390966,0.0,3.523833238220064,23489.872365974945,1.193215551118081,0.00017900023269098127,8.323122887587735,8.323122887587735,0.0,8.478794346322761,56519.64311258753,0.98163990629133,0.000147260712014901,2.470215596111555,0.0,6.878742063205086,45853.694593325105,0.35910862384634623,1.959672159542846,0.0,0.23180224414198172,1545.1937594504502,8.454068970715067,4.149129231328276,0.0,5.036376855393673,33572.48811805422,0.8238321615835389,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.441341,0.0,0.6419108570357035,4278.977773,0.687542507129541,17.0,0.15384615384615385,19.0,0.2692307692307692,19.0,0.2692307692307692,16.0,0.11538461538461539,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,149.171.126.8,1,6666,0.00015001500150015003,0,0,1,1,1.0,21,0.047619047619047616,1,1.0,2102,0.0004757373929590866,1,0.6931471805599453,0.6931471805599453,0.0,3.523833238220064,23489.872365974945,0.1967026058560204,2.950834171257432e-05,4.499809670330265,4.499809670330265,0.0,8.478794346322761,56519.64311258753,0.5307133876034893,7.961496963748714e-05,6.90875477931522,0.0,6.878742063205086,45853.694593325105,1.0043631111378162,0.0009995003330835,0.0,0.23180224414198172,1545.1937594504502,0.004311866508381574,4.499809670330265,0.0,5.036376855393673,33572.48811805422,0.8934616688803232,0.0,0.0,3.491463686678346,23274.096935397854,0.0,0.0,0.0,0.6419108570357035,4278.977773,0.0,17.0,0.15384615384615385,22.0,0.07692307692307693,23.0,0.11538461538461539,8.0,0.5576923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,1,59.166.0.3,709,6666,0.10636063606360636,0,0,1,10,0.1227080394922426,20,0.5,235,0.2002820874471086,2144,0.10960820895522388,703,3.6296800817063724,2573.443177929818,1.329688467506601,3.555316343242717,23699.73874405595,1.0209162086532728,0.10858529732000756,8.634797086021589,6122.071133989306,1.999001438368658,8.543266433617923,56949.41404649707,1.0107137771149792,0.10750016021219926,6.896684036056194,1.9772065581388996,6.8546182450434605,45692.88522145971,1.0061368539441493,0.2442561548603492,0.422227491075504,0.2356812870076437,1571.051459192953,1.0363833207191686,5.076150217745212,0.831770038964782,5.065532669896065,33766.84077752717,1.0020960377794514,3.634643855223909,2.80052751666432,3.605812721336522,24036.347600429253,1.0079957380251021,0.6573662834978844,0.237026725504044,0.6419119003900391,4278.984728,1.0240755516426083,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.68,0
