dataset,dataset_id,split,kind,window_id,src_ip,flow_count,window_flow_count,flow_fraction,label_available,unique_dst_ip_count,top_dst_ip_share,window_unique_dst_ip_count,unique_dst_ip_ratio_to_window,unique_dst_port_count,top_dst_port_share,window_unique_dst_port_count,unique_dst_port_ratio_to_window,unique_src_port_count,total_packets_mean,total_packets_sum,total_packets_std,window_total_packets_mean,window_total_packets_sum,total_packets_mean_ratio_to_window,total_packets_sum_fraction_of_window,total_bytes_mean,total_bytes_sum,total_bytes_std,window_total_bytes_mean,window_total_bytes_sum,total_bytes_mean_ratio_to_window,total_bytes_sum_fraction_of_window,packets_per_second_mean,packets_per_second_std,window_packets_per_second_mean,window_packets_per_second_sum,packets_per_second_mean_ratio_to_window,duration_mean,duration_std,window_duration_mean,window_duration_sum,duration_mean_ratio_to_window,packet_size_avg_mean,packet_size_avg_std,window_packet_size_avg_mean,window_packet_size_avg_sum,packet_size_avg_mean_ratio_to_window,packet_size_std_mean,packet_size_std_std,window_packet_size_std_mean,window_packet_size_std_sum,packet_size_std_mean_ratio_to_window,outbound_byte_ratio_mean,outbound_byte_ratio_std,window_outbound_byte_ratio_mean,window_outbound_byte_ratio_sum,outbound_byte_ratio_mean_ratio_to_window,flow_count_rank_desc,flow_count_rank_pct,total_packets_sum_rank_desc,total_packets_sum_rank_pct,total_bytes_sum_rank_desc,total_bytes_sum_rank_pct,packets_per_second_mean_rank_desc,packets_per_second_mean_rank_pct,preserved_by_label_for_eval
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.3,613,6666,0.09195919591959197,0,10,0.12561174551386622,30,0.3333333333333333,223,0.21859706362153344,1981,0.11256940938919738,608,3.5693642659499023,2188.02029502729,1.2693366718446397,3.4613623755043084,23073.44159511172,1.0312021333593708,0.09482851901429558,8.539174846588738,5234.514180958897,1.9349630102369386,8.400749627016214,55999.39701369009,1.016477722312704,0.09347447401405452,6.893271431558141,1.8785672367267316,6.380851461112961,42534.755839779,1.080305892335535,0.2163356741792189,0.39546619318974846,0.3020264347533943,2013.3082140661263,0.7162805942991638,5.042504361411151,0.8188129444668546,5.023619963318168,33487.45067547891,1.0037591215559445,3.504203282177182,2.8379652686190093,3.4907280390068216,23269.193108019474,1.0038602959095588,0.6382298711256118,0.24605413231313006,0.6032677590759076,4021.382882,1.0579545509000177,1.0,1.0,2.0,0.9878048780487805,2.0,0.9878048780487805,9.0,0.8902439024390244,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.4,601,6666,0.09015901590159016,0,10,0.11813643926788686,30,0.3333333333333333,236,0.21630615640599002,1981,0.11913175164058556,596,3.688014824640928,2216.4969096091977,1.3497724559455915,3.4613623755043084,23073.44159511172,1.0654807051525765,0.09606269183868865,8.725207836621566,5243.849909809561,2.0555737753292647,8.400749627016214,55999.39701369009,1.0386225306086871,0.09364118525289843,6.94644989028679,1.8698415900146927,6.380851461112961,42534.755839779,1.0886399617074265,0.242071015386472,0.4541877331955614,0.3020264347533943,2013.3082140661263,0.8014894973816575,5.105486538053184,0.84893020052695,5.023619963318168,33487.45067547891,1.0162963311979798,3.6765613935536745,2.814606239220801,3.4907280390068216,23269.193108019474,1.0532362740580976,0.6642948835274542,0.24542908745879416,0.6032677590759076,4021.382882,1.1011609248686334,2.0,0.9878048780487805,1.0,1.0,1.0,1.0,4.0,0.9634146341463414,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.7,581,6666,0.08715871587158716,0,10,0.11359724612736662,30,0.3333333333333333,216,0.19793459552495696,1981,0.10903584048460374,578,3.6149249880382315,2100.2714180502126,1.30702157593582,3.4613623755043084,23073.44159511172,1.044364789315522,0.09102549393824157,8.647625444766003,5024.270383409048,2.0027263797769987,8.400749627016214,55999.39701369009,1.02938735573738,0.08972008006051872,6.804703672341307,1.9626420494197183,6.380851461112961,42534.755839779,1.0664256508416539,0.24714594293553524,0.436891886253184,0.3020264347533943,2013.3082140661263,0.8182924224408729,5.101312122938077,0.8279395028292441,5.023619963318168,33487.45067547891,1.015465373612496,3.758884459259901,2.734104131422935,3.4907280390068216,23269.193108019474,1.0768196253780271,0.6552169724612736,0.23938065162723268,0.6032677590759076,4021.382882,1.0861130279280007,3.0,0.975609756097561,3.0,0.975609756097561,3.0,0.975609756097561,13.0,0.8414634146341463,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.0,577,6666,0.08655865586558656,0,10,0.11785095320623917,30,0.3333333333333333,205,0.20797227036395147,1981,0.10348308934881373,573,3.5886909110978955,2070.6746557034858,1.27401494866357,3.4613623755043084,23073.44159511172,1.0367856704327398,0.08974277405335898,8.572964885598322,4946.6007389902325,1.9191053292959452,8.400749627016214,55999.39701369009,1.0204999870521407,0.08833310719008178,6.760381478197995,1.9624866596802637,6.380851461112961,42534.755839779,1.0594795254830827,0.25381602634768125,0.46460176257469693,0.3020264347533943,2013.3082140661263,0.8403768582538909,5.053278109206823,0.8159363522859797,5.023619963318168,33487.45067547891,1.0059037399535025,3.646215525359987,2.7407406942891677,3.4907280390068216,23269.193108019474,1.0445429963651378,0.6238970589254766,0.2471771094141824,0.6032677590759076,4021.382882,1.0341959263348819,4.0,0.9634146341463414,5.0,0.9512195121951219,4.0,0.9634146341463414,15.0,0.8170731707317073,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.2,571,6666,0.08565856585658566,0,10,0.12784588441331,30,0.3333333333333333,202,0.22416812609457093,1981,0.10196870267541645,568,3.6303340993272277,2072.920770715847,1.3571261763786546,3.4613623755043084,23073.44159511172,1.0488165368118387,0.08984012038997298,8.636253021177632,4931.300475092427,2.0401708151339935,8.400749627016214,55999.39701369009,1.02803361659584,0.08805988524995867,6.828167278699929,1.938354098403661,6.380851461112961,42534.755839779,1.0701028413391316,0.25886604062652024,0.45754735605807123,0.3020264347533943,2013.3082140661263,0.8570972962611214,5.07640440955645,0.8519509844179347,5.023619963318168,33487.45067547891,1.01050725306128,3.5450746461691987,2.820497765222454,3.4907280390068216,23269.193108019474,1.015568845969977,0.6559233590192645,0.23754008837099624,0.6032677590759076,4021.382882,1.0872839616425305,5.0,0.9512195121951219,4.0,0.9634146341463414,5.0,0.9512195121951219,12.0,0.8536585365853658,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.1,539,6666,0.08085808580858085,0,10,0.12430426716141002,30,0.3333333333333333,220,0.20222634508348794,1981,0.1110550227158001,536,3.5726789402829917,1925.6739488125324,1.2362356428487147,3.4613623755043084,23073.44159511172,1.0321597546580095,0.08345846201030109,8.602937325710041,4636.9832185577125,1.9035274973488863,8.400749627016214,55999.39701369009,1.0240678162867283,0.08280416336311829,6.840550685247465,1.957186626931855,6.380851461112961,42534.755839779,1.0720435551487235,0.22249588611791088,0.4028961259476841,0.3020264347533943,2013.3082140661263,0.7366768617441701,5.099322621750769,0.8068481380225084,5.023619963318168,33487.45067547891,1.0150693442150027,3.7138902316749127,2.791632839244187,3.4907280390068216,23269.193108019474,1.063929985428365,0.6505856790352504,0.24591230849220527,0.6032677590759076,4021.382882,1.0784360165904192,6.0,0.9390243902439024,6.0,0.9390243902439024,6.0,0.9390243902439024,10.0,0.8780487804878049,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.6,529,6666,0.07935793579357936,0,10,0.11720226843100189,30,0.3333333333333333,177,0.22306238185255198,1981,0.08934881373043917,522,3.622026383324997,1916.0519567789233,1.3052074955487676,3.4613623755043084,23073.44159511172,1.0464164078738738,0.08304144610940283,8.615062839817263,4557.368242263332,1.9641787068796044,8.400749627016214,55999.39701369009,1.025511201061371,0.08138245204942472,6.759885847908505,1.9430304416464728,6.380851461112961,42534.755839779,1.05940185085102,0.24879009077453587,0.4154041346853842,0.3020264347533943,2013.3082140661263,0.823736144081805,5.062628684671366,0.8320360862478153,5.023619963318168,33487.45067547891,1.0077650621738974,3.5398392655896886,2.8346386997843775,3.4907280390068216,23269.193108019474,1.0140690497896365,0.6641919527410208,0.2274299513860765,0.6032677590759076,4021.382882,1.1009903028108738,7.0,0.926829268292683,7.0,0.926829268292683,7.0,0.926829268292683,16.0,0.8048780487804879,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.5,527,6666,0.07905790579057906,0,10,0.1252371916508539,30,0.3333333333333333,191,0.2144212523719165,1981,0.09641595153962645,523,3.606682777855995,1900.7218239301094,1.3095817242270529,3.4613623755043084,23073.44159511172,1.0419835852438055,0.08237704011753459,8.576410840320728,4519.768512849024,1.9726036469925097,8.400749627016214,55999.39701369009,1.0209101831507512,0.08071102108017489,6.938665445306512,1.935295117580381,6.380851461112961,42534.755839779,1.087419992079906,0.2249701614522366,0.400485865838212,0.3020264347533943,2013.3082140661263,0.7448691093411263,5.040659515942659,0.8123245043507185,5.023619963318168,33487.45067547891,1.0033918872742984,3.5721917443746616,2.7891051525147135,3.4907280390068216,23269.193108019474,1.023337167621634,0.6568166261859583,0.22986032340937387,0.6032677590759076,4021.382882,1.0887646758913114,8.0,0.9146341463414634,8.0,0.9146341463414634,8.0,0.9146341463414634,5.0,0.9512195121951219,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.9,506,6666,0.07590759075907591,0,10,0.12648221343873517,30,0.3333333333333333,184,0.24308300395256918,1981,0.09288238263503282,504,3.6566239273646186,1850.251707246497,1.2911500855508258,3.4613623755043084,23073.44159511172,1.0564117623864393,0.08018967173230399,8.632558362307579,4368.074531327635,1.9401275182095932,8.400749627016214,55999.39701369009,1.0275938155025932,0.07800217081372819,6.83560091836662,1.9752339773020549,6.380851461112961,42534.755839779,1.071267833145005,0.2533662402559682,0.456014981766329,0.3020264347533943,2013.3082140661263,0.8388876306898192,5.044077083093054,0.8289205093156463,5.023619963318168,33487.45067547891,1.004072186973589,3.4946383014984352,2.844879097215798,3.4907280390068216,23269.193108019474,1.001120185373343,0.6661640573122529,0.2261801426060775,0.6032677590759076,4021.382882,1.1042593397212055,9.0,0.9024390243902439,9.0,0.9024390243902439,9.0,0.9024390243902439,11.0,0.8658536585365854,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.8,496,6666,0.0744074407440744,0,10,0.12903225806451613,30,0.3333333333333333,176,0.2439516129032258,1981,0.08884401817264008,490,3.538133062434456,1754.9139989674902,1.3087148292649944,3.4613623755043084,23073.44159511172,1.0221793266932828,0.07605774768074833,8.519055986815692,4225.451769460583,2.002605507986063,8.400749627016214,55999.39701369009,1.014082833681772,0.0754553083567595,6.763490809520476,1.9940466736957059,6.380851461112961,42534.755839779,1.0599668164569334,0.25057006021692063,0.44113788673551535,0.3020264347533943,2013.3082140661263,0.8296295667679288,5.056111477259248,0.8406716877071361,5.023619963318168,33487.45067547891,1.0064677491884992,3.420276405098047,2.88814321595108,3.4907280390068216,23269.193108019474,0.9798174956279838,0.6733698447580645,0.23259057526478186,0.6032677590759076,4021.382882,1.1162039320475872,10.0,0.8902439024390244,10.0,0.8902439024390244,10.0,0.8902439024390244,14.0,0.8292682926829268,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,149.171.126.18,35,6666,0.005250525052505251,0,2,0.8285714285714286,25,0.08,1,1.0,2121,0.0004714757190004715,2,0.6931471805599453,24.260151319598084,0.0,3.5516596269848195,23675.363073480807,0.1951614888131587,0.0010247002862977129,4.890349128221754,171.16221948776138,0.0,8.522486372628636,56810.89415994249,0.5738171836716469,0.003012841498425989,6.90875477931522,0.0,6.849434224224528,45658.328538680704,1.0086606503761861,0.0009995003330835,0.0,0.24491843887959067,1632.6263135713514,0.004080951755432691,4.890349128221754,0.0,5.050494366879425,33666.595449618246,0.9682911756702699,0.0,0.0,3.5137971779663513,23422.971988323698,0.0,0.0,0.0,0.6425853457845784,4283.473915,0.0,11.0,0.6296296296296297,11.0,0.6296296296296297,11.0,0.6296296296296297,7.0,0.7407407407407407,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,10.132.179.145,28,6666,0.0042004200420042,0,9,0.21428571428571427,30,0.3,12,0.35714285714285715,1981,0.006057546693589096,28,3.1723987260045017,88.82716432812605,1.234430410092255,3.4613623755043084,23073.44159511172,0.9165173656636556,0.003849757911578511,8.105141539845324,226.94396311566905,2.2032419942693195,8.400749627016214,55999.39701369009,0.9648117013010082,0.004052614406904924,4.069991114016586,1.698727292711934,6.380851461112961,42534.755839779,0.63784451633461,0.7164291048797294,0.724092197912041,0.3020264347533943,2013.3082140661263,2.3720741711390145,5.032828989185726,1.051778511510097,5.023619963318168,33487.45067547891,1.0018331454080525,3.8213625444766515,2.5689829991424484,3.4907280390068216,23269.193108019474,1.0947179218132106,0.3865658928571429,0.31185479688628825,0.6032677590759076,4021.382882,0.6407865944125523,11.0,0.8780487804878049,11.0,0.8780487804878049,11.0,0.8780487804878049,46.0,0.43902439024390244,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,10.155.244.115,27,6666,0.004050405040504051,0,8,0.2222222222222222,30,0.26666666666666666,16,0.2222222222222222,1981,0.008076728924785462,27,2.88879746769824,77.99753162785248,1.0674612191809296,3.4613623755043084,23073.44159511172,0.8345839453684338,0.0033804030190440616,7.892818121754857,213.10608928738114,1.9293309637708818,8.400749627016214,55999.39701369009,0.9395373594247012,0.003805506856355675,3.455448076081078,1.5230184231053332,6.380851461112961,42534.755839779,0.5415340095502508,0.8009097550143301,0.9627748762003274,0.3020264347533943,2013.3082140661263,2.651786939339518,5.107016583074154,1.110235486496879,5.023619963318168,33487.45067547891,1.0166009014147044,3.3106848302278755,2.860139640731937,3.4907280390068216,23269.193108019474,0.9484224474759793,0.4152477777777778,0.306828226448427,0.6032677590759076,4021.382882,0.6883307976110958,12.0,0.8597560975609756,13.0,0.8536585365853658,12.0,0.8658536585365854,71.0,0.13414634146341464,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,10.76.0.190,27,6666,0.004050405040504051,0,8,0.2222222222222222,30,0.26666666666666666,14,0.2962962962962963,1981,0.007067137809187279,27,2.899814259433214,78.29498500469678,1.1971751614813655,3.4613623755043084,23073.44159511172,0.8377667359981982,0.0033932946102537285,7.658323933822982,206.7747462132205,1.7976436706337846,8.400749627016214,55999.39701369009,0.9116238757068007,0.0036924459412066633,3.972831573466136,1.449818389656756,6.380851461112961,42534.755839779,0.6226177803507726,0.5630179422874513,0.5541813574218618,0.3020264347533943,2013.3082140661263,1.8641346501578828,4.877366210836661,0.9933003011756261,5.023619963318168,33487.45067547891,0.9708867801407285,3.0298793642332735,2.8350607976662907,3.4907280390068216,23269.193108019474,0.8679792096021699,0.4133649259259259,0.32063195778708475,0.6032677590759076,4021.382882,0.6852097094648701,12.0,0.8597560975609756,12.0,0.8658536585365854,13.0,0.8536585365853658,52.0,0.36585365853658536,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,10.206.152.86,26,6666,0.0039003900390039005,0,9,0.19230769230769232,30,0.3,15,0.19230769230769232,1981,0.00757193336698637,26,2.5957481816801815,67.48945272368472,0.7131952695577728,3.4613623755043084,23073.44159511172,0.7499209559940947,0.0029249842267996496,6.8028866841473,176.87505378782978,1.3313691460051709,8.400749627016214,55999.39701369009,0.809795195213258,0.0031585171130430103,3.870838041821152,1.5615046019034888,6.380851461112961,42534.755839779,0.6066334666166939,0.44191068890996726,0.3604355744540318,0.3020264347533943,2013.3082140661263,1.463152353769262,4.3311762080349485,0.7225472990732639,5.023619963318168,33487.45067547891,0.8621623927885955,2.4918970149528437,2.625643898665558,3.4907280390068216,23269.193108019474,0.7138616893402661,0.38356107692307695,0.24510396543522883,0.6032677590759076,4021.382882,0.6358056951537078,13.0,0.8353658536585366,16.0,0.8170731707317073,17.0,0.8048780487804879,57.0,0.3048780487804878,0
attack_train_01_clean,attack_train_01_clean,train,attack,0,10.229.77.216,26,6666,0.0039003900390039005,0,9,0.2692307692307692,30,0.3,12,0.19230769230769232,1981,0.006057546693589096,26,2.504174822743356,65.10854539132725,0.9297995038063185,3.4613623755043084,23073.44159511172,0.7234650842873701,0.0028217960083215753,6.934492603311667,180.29680768610334,1.3822904127831526,8.400749627016214,55999.39701369009,0.8254611684903489,0.0032196205191642765,4.3297425597614305,1.9276055171454891,6.380851461112961,42534.755839779,0.6785524762875812,0.45098616155183835,0.4407114873669209,0.3020264347533943,2013.3082140661263,1.4932009574594693,4.58505520332076,0.8902624828795771,5.023619963318168,33487.45067547891,0.9126994551339965,2.5240515903565135,2.632794802280889,3.4907280390068216,23269.193108019474,0.723073113159126,0.31573773076923073,0.23724528461616387,0.6032677590759076,4021.382882,0.5233790899962587,13.0,0.8353658536585366,20.0,0.7682926829268293,16.0,0.8170731707317073,29.0,0.6463414634146342,0
